Tratamiento,CERRADO,05/02/2024,11913846,NOVOCAP S.A.,30-50510926/7,52886,PUENTE DEL INCA Nº : S/N,TRISTAN SUAREZ,EL BARRERO ECOLOGICO S.A.,30-71668807/7,153511,BAHIA BLANCA Nº : 1142,CIUDAD AUTONOMA DE BUENOS AIRES,INDUSTRIAS TRADEC S.R.L.,30-70723789/5,22207,EL TROPERO Nº : S/N Ruta: : 25 Km:: 11,DERQUI,Y2,20780
Tratamiento,CERRADO,12/02/2024,11914388,MUNICIPALIDAD CHIVILCOY,30-99916314/5,18399,RUTA 5 Nº : 0,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914389,MUNICIPALIDAD CHIVILCOY,30-99916314/5,17532,BASSO DASTUGUE Nº : 380,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,18
Tratamiento,CERRADO,12/02/2024,11914390,MUNICIPALIDAD CHIVILCOY,30-99916314/5,17295,25 DE MAYO Y VALENTIN CORIA Nº : 0,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,10
Tratamiento,CERRADO,12/02/2024,11914391,MUNICIPALIDAD CHIVILCOY,30-99916314/5,18240,PASAJE ESTRADA Y CALLE Nº : 98,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,60
Tratamiento,CERRADO,12/02/2024,11914392,MUNICIPALIDAD CHIVILCOY,30-99916314/5,17629,CALLE 24 Nº : 81,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,14
Tratamiento,CERRADO,12/02/2024,11914393,MUNICIPALIDAD CHIVILCOY,30-99916314/5,18311,RADIO CALLE 28 Nº : 280,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,48
Tratamiento,CERRADO,12/02/2024,11914394,SANATORIO CHIVILCOY SRL,30-54587135/8,17474,AV. SOAREZ Nº : 321,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,102
Tratamiento,CERRADO,12/02/2024,11914395,GALLAND EDUARDO ROBERTO,20-17427279/5,57341,PIRAN Nº : 142,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914396,GRUPO GERENCIADOR G4 S.A.,30-70725313/0,31447,AV. VILLARINO Nº : 87,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914397,MUNICIPALIDAD CHIVILCOY,30-99916314/5,17607,CALDERON CALIXTO AV. Nº : 809,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,192
Tratamiento,CERRADO,12/02/2024,11914398,LABORATORIO - MUN MERCEDES,30-99908357/5,17612,CALLE 10 ENTRE 63 Y 65 Nº : 0,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,43
Tratamiento,CERRADO,12/02/2024,11914399,HOGAR MUNIC ANCIANOS DE CHIVILCOY JUAN B LAUHIRAT,33-54103267/9,31526,AV. HIJAS DE SAN JOSE Nº : 90,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,26
Tratamiento,CERRADO,12/02/2024,11914401,MUNICIPALIDAD SUIPACHA,30-66513816/6,18455,SAN MARTIN Nº : 325,SUIPACHA,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,90
Tratamiento,CERRADO,12/02/2024,11914402,LABORATORIO - MUN MERCEDES,30-99908357/5,17649,CALLE 46 E / 15 Y 17 Nº : 0,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914403,LABORATORIO - MUN MERCEDES,30-99908357/5,17617,CALLE 12 E / 55 Y 57 Nº : 0,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,5
Tratamiento,CERRADO,12/02/2024,11914404,LABORATORIO - MUN MERCEDES,30-99908357/5,17665,CALLE 7 Y CALLE 106 Nº : 0,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,3
Tratamiento,CERRADO,12/02/2024,11914405,LABORATORIO - MUN MERCEDES,30-99908357/5,17627,CALLE 2 Y CALLE 61 BIS Nº : 0,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914406,LABORATORIO - MUN MERCEDES,30-99908357/5,17615,CALLE 104 ENTRE 39 Y 41 Nº : 0,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,3
Tratamiento,CERRADO,12/02/2024,11914407,LABORATORIO - MUN MERCEDES,30-99908357/5,17614,CALLE 10 Y 101 Nº : 0,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,3
Tratamiento,CERRADO,12/02/2024,11914408,LABORATORIO - MUN MERCEDES,30-99908357/5,17644,CALLE 38 Y 45 Nº : 0,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,6
Tratamiento,CERRADO,12/02/2024,11914409,LABORATORIO - MUN MERCEDES,30-99908357/5,17652,CALLE 50 Y 19 Nº : 0,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914410,LABORATORIO - MUN MERCEDES,30-99908357/5,17622,CALLE 101 BIS Y CALLE 16 Nº : 0,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,5
Tratamiento,CERRADO,12/02/2024,11914411,MUNICIPALIDAD CHIVILCOY,30-99916314/5,17867,FRENTE A GLAXO Nº : 0,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,34
Tratamiento,CERRADO,12/02/2024,11914412,LABORATORIO - MUN MERCEDES,30-99908357/5,17613,CALLE 10 ENTRE 63 Y 65 Nº : 0,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,21
Tratamiento,CERRADO,12/02/2024,11914414,LABORATORIO - MUN MERCEDES,30-99908357/5,36276,CALLE 111 E/22 Y 24 Nº : 0,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,3
Tratamiento,CERRADO,12/02/2024,11914416,LABORATORIO - MUN MERCEDES,30-99908357/5,90650,10 Nº : SN,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,2
Tratamiento,CERRADO,12/02/2024,11914417,LABORATORIO - MUN MERCEDES,30-99908357/5,124673,CALLE 10 Nº : SN,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,3
Tratamiento,CERRADO,12/02/2024,11914418,LABORATORIO - MUN MERCEDES,30-99908357/5,125223,CALLE 29 ENTRE 64 Y 66 Nº : S/N,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,11
Tratamiento,CERRADO,12/02/2024,11914420,ENTE DESCENTRAL. HOSP. DR. SAINTOUT,30-66733287/3,18021,LABRIOLA Nº : 275,BENITO JUAREZ,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,486
Tratamiento,CERRADO,12/02/2024,11914421,SANATORIO TANDIL S.A.,30-54598009/2,18499,SARMIENTO Nº : 770,TANDIL,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,422
Tratamiento,CERRADO,12/02/2024,11914422,CLINICA CORONEL SUAREZ S.A.,30-54589988/0,17355,ALSINA Nº : 335,CORONEL SUAREZ,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,6
Tratamiento,CERRADO,12/02/2024,11914425,MONTANI - LAB DE ANALISIS,20-05374610/2,17903,GRAL RODRIGUEZ Nº : 922,TANDIL,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,5
Tratamiento,CERRADO,12/02/2024,11914426,DIALISIS BALCARCE,30-66423650/4,17634,CALLE 28 Nº : 919,BALCARCE,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,38
Tratamiento,CERRADO,12/02/2024,11914427,CENTRO PRIV DE DIALISIS TANDIL S.A.,30-59053970/4,18591,URIBURU Nº : 967,TANDIL,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,205
Tratamiento,CERRADO,12/02/2024,11914428,HOSPITAL PEDRO SOLANET,30-99905808/2,17795,DINDART AV. Nº : 850,AYACUCHO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,320
Tratamiento,CERRADO,12/02/2024,11914430,HOSPITAL MUNICIPAL GOBERNADOR UGARTE,30-70862154/0,18003,JUANENE DR. Nº : 70,PUAN,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,384
Tratamiento,CERRADO,12/02/2024,11914432,INSTITUTO MEDICO MADARIAGUENSE SRL,30-70464090/7,18501,SARMIENTO Nº : 1099,GENERAL MADARIAGA,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,13
Tratamiento,CERRADO,12/02/2024,11914433,OMNI SALUD S.A.,30-70869344/4,13647,AV. BUENOS AIRES Y ECHEVERRIA                 Nº : 0,GENERAL MADARIAGA,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,346
Tratamiento,CERRADO,15/02/2024,11914529,MINISTERIO DE SALUD PCIA DE BS AS,30-62698339/8,74572,LAVALLE Nº : 1084,JUNIN,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,351
Tratamiento,CERRADO,15/02/2024,11914530,HOSPITAL EMILIO ZERBONI ARECO,30-64955557/1,11681,LAVALLE Y MORENO                              Nº : 0,SAN ANTONIO DE ARECO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,38
Tratamiento,CERRADO,15/02/2024,11914531,HOSPITAL EMILIO ZERBONI ARECO,30-64955557/1,11682,SOBRE RUTA                                    Nº : 41,SAN ANTONIO DE ARECO,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,26
Tratamiento,CERRADO,15/02/2024,11914532,SERVICIOS INTEGRALES PRESTADORES DE SALUD SA,30-71418240/0,29185,CALLE 29 Nº : 353,MERCEDES,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,166
Tratamiento,CERRADO,15/02/2024,11914533,LA PEQUEÑA FAMILIA S.A.,30-64901901/7,84693,ALBERDI Ruta: : 188 Km:: SN,JUNIN,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,944
Tratamiento,CERRADO,15/02/2024,11914534,LUCAS SENEL S.A,30-71732999/2,112808,JOSE PASCUA Nº : 354,VILLA MOQUEHUA,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,26
Tratamiento,CERRADO,15/02/2024,11914535,DEL NI¥O INSTITUTO MED. PRIV.,30-58716982/3,125667,SUIPACHA  Nº : 75,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,115
Tratamiento,CERRADO,15/02/2024,11914537,MINISTERIO DE SALUD PCIA DE BS AS,30-62698339/8,22360,ALFREDO PRAT Nº : 521,AZUL,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,115
Tratamiento,CERRADO,15/02/2024,11914539,LABORATORIO AZUL DE DIAGNOSTICO,30-58137275/9,23666,25 DE MAYO Nº : 479,AZUL,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,38
Tratamiento,CERRADO,15/02/2024,11914540,CENTRO NEFROLOGICO AZUL,30-70815014/9,22331,CANEVA Nº : 630,AZUL,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,51
Tratamiento,CERRADO,15/02/2024,11914541,SANATORIO AZUL,30-54584518/7,22330,AV. MITRE Nº : 943,AZUL,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,26
Tratamiento,CERRADO,15/02/2024,11914542,BRUPO S.A.,30-71101730/1,26775,A.V. MITRE Nº : 837,AZUL,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,13
Tratamiento,CERRADO,15/02/2024,11914543,AZUL LABORATORIO SA,33-71216345/9,36032,AV 25 DE MAYO Nº : 479,AZUL,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,51
Tratamiento,CERRADO,15/02/2024,11914544,DEVESA,30-71522827/7,88700,LAS FLORES NORTE  Nº : 1718,AZUL,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,3
Tratamiento,CERRADO,15/02/2024,11914546,MUNICIPALIDAD CHIVILCOY,30-99916314/5,17606,CALDERON CALIXTO AV. Nº : 801,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,230
Tratamiento,CERRADO,15/02/2024,11914547,MUNICIPALIDAD CHIVILCOY,30-99916314/5,18394,RUTA 30 Nº : 0,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,384
Tratamiento,CERRADO,15/02/2024,11914548,CLI.MED QUIRUR SANAT JUNIN SA,33-54585559/9,17347,ALMAFUERTE Nº : 68,JUNIN,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,102
Tratamiento,CERRADO,15/02/2024,11914549,SANATORIO CHIVILCOY SRL,30-54587135/8,17474,AV. SOAREZ Nº : 321,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,51
Tratamiento,CERRADO,15/02/2024,11914550,ATIADIM - HOGAR Y CENTRO DE DIA,30-64244431/6,17450,AV. LAMONT Y VTE. LOVEIRA S/N Nº : 0,CHIVILCOY,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,208
Tratamiento,CERRADO,15/02/2024,11914551,MUNICIPALIDAD SUIPACHA,30-66513816/6,18455,SAN MARTIN Nº : 325,SUIPACHA,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,HABITAT ECOLOGICO S.A.,30-66362548/5,7566,BLANCO ENCALADA Nº : 3040,LANUS,Y1,51
Tratamiento,CERRADO,08/02/2024,11914553,MUNICIPALIDAD DE MALVINAS ARGENTINAS,30-68161532/2,206,CUBA Nº : 2030,TORTUGUITAS,DESLER S.A.,30-65595408/9,13408,STEPHENSON Nº : 3094,MALVINAS ARGENTINAS,DESLER S.A.,30-65595408/9,13408,STEPHENSON Nº : 3094,MALVINAS ARGENTINAS,Y1,165
Tratamiento,CERRADO,13/02/2024,11914554,TELECO S.A.,30-61853069/4,11336,URQUIZA Nº : 1543,QUILMES,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,150
Tratamiento,CERRADO,13/02/2024,11914555,MINISTRO RIVADAVIA,33-99900148/9,24771,25 DE MAYO E/CARDENAS-MAGALDI Nº : S/N,LONGCHAMPS,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,2
Tratamiento,CERRADO,13/02/2024,11914556,MINISTRO RIVADAVIA,33-99900148/9,24775,BEGONIA ENTRE GLICINA Y BALBOA Nº : S/N,CLAYPOLE,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,10
Tratamiento,CERRADO,13/02/2024,11914557,MINISTRO RIVADAVIA,33-99900148/9,58978,SAN LUIS Nº : 166,TEMPERLEY,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,6
Tratamiento,CERRADO,13/02/2024,11914558,MINISTRO RIVADAVIA,33-99900148/9,24778,RIO PAYANA Nº : 3058,LONGCHAMPS,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,6
Tratamiento,CERRADO,13/02/2024,11914559,RAFAEL CALZADA UNIDAD SANITAR.,33-70871302/9,21567,CLAVEL Y GLICINA JAZMIN Nº : S/N,CLAYPOLE,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,6
Tratamiento,CERRADO,13/02/2024,11914560,MINISTRO RIVADAVIA,33-99900148/9,24781,ALSINA Nº : 2106,BURZACO,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,4
Tratamiento,CERRADO,13/02/2024,11914561,MINISTRO RIVADAVIA,33-99900148/9,24825,FRANKLIN Y BONIFACIO Nº : S/N,GLEW,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,18
Tratamiento,CERRADO,13/02/2024,11914562,MINISTRO RIVADAVIA,33-99900148/9,24826,DI CARLO Y DE NAVAZIO Nº : S/N,GLEW,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,18
Tratamiento,CERRADO,13/02/2024,11914563,RAFAEL CALZADA UNIDAD SANITAR.,33-70871302/9,18465,SAN MARTIN(S.CARLOS Y S.MATEO) Nº : 0,RAFAEL CALZADA,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,6
Tratamiento,CERRADO,13/02/2024,11914564,MINISTRO RIVADAVIA,33-99900148/9,24829,MARCONI Nº : 750,CLAYPOLE,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,10
Tratamiento,CERRADO,13/02/2024,11914565,MINISTRO RIVADAVIA,33-99900148/9,24840,ZUFRIATEGUI Nº : 3550,GLEW,PUNTO RES S.A.,30-71098669/6,37326,BLANCO ENCALADA  Nº : 2567,LANUS ESTE,ZERO WASTE S.A.,30-71629861/9,98479,PATAGONES Nº : 2982,BURZACO,Y1,30
